ogrenci_id,yas,egitim_durumu,kurs_turu,kurs_suresi_hafta,kayitli_oldugu_hafta_sayisi,haftalik_ders_saati,toplam_ders_saati,devamsizlik_saati,devamsizlik_orani,ust_uste_devamsizlik_sayisi,toplam_ucret,odenen_tutar,kalan_borc,taksit_sayisi,son_odeme_gecikme_gun_sayisi,odeme_yontemi,son_giristen_beri_gun_sayisi,son_30_gun_giris_sayisi,son_30_gun_ai_etkilesim_sayisi,tamamlanan_odev_orani,memnuniyet_skoru,is_churn
3219,38,Mezun,Siber Güvenlik,24,12,8,96,0,0.0,0,36000,30891,5109,6,26,Elden,33,10,4,0.7793413901791022,3.0,0
3220,27,Lise,İngilizce,16,13,4,52,12,0.2308,0,18000,13975,4025,6,4,Kredi Kartı,49,10,5,0.5061071381254387,3.2,0
3221,23,Lise,Yapay Zeka,24,8,8,64,14,0.2188,2,30000,17870,12130,12,36,Havale,54,11,1,0.537885634197068,3.8,1
3222,31,Lise,Veri Bilimi,24,24,8,192,15,0.0781,3,36000,22230,13770,2,0,Kredi Kartı,14,4,8,0.44537915546166884,3.5,1
3223,21,Mezun,Siber Güvenlik,24,16,8,128,24,0.1875,0,12000,6476,5524,6,21,Kredi Kartı,11,10,4,0.6690222826301102,4.1,0
3224,42,Çalışan,Siber Güvenlik,24,21,8,168,46,0.2738,1,24000,20151,3849,6,6,Kredi Kartı,15,4,5,0.5057252563541551,3.7,0
3225,30,Çalışan,Siber Güvenlik,24,1,8,8,1,0.125,1,24000,23092,908,2,7,Havale,15,8,6,0.6828587379265576,2.4,0
3226,37,Üniversite,Yapay Zeka,24,13,8,104,24,0.2308,3,36000,23729,12271,6,43,Kredi Kartı,38,9,5,0.8276997207230983,1.6,0
3227,34,Çalışan,Web Geliştirme,24,11,6,66,2,0.0303,0,30000,5494,24506,3,29,Kredi Kartı,5,6,3,0.7953299520812489,4.6,0
3228,40,Mezun,İngilizce,16,13,4,52,10,0.1923,5,18000,14157,3843,3,27,Kredi Kartı,45,6,5,1.0,3.4,1
3229,24,Mezun,Web Geliştirme,24,4,6,24,9,0.375,1,30000,18156,11844,3,25,Kredi Kartı,7,10,2,0.7870911102945598,3.9,0
3230,21,Mezun,İngilizce,16,4,4,16,6,0.375,0,24000,9269,14731,3,33,Kredi Kartı,51,18,6,0.6640249738255145,3.6,1
3231,31,Lise,İngilizce,16,15,4,60,26,0.4333,0,18000,12038,5962,3,31,Havale,24,10,7,1.0,4.4,1
3232,20,Çalışan,Siber Güvenlik,24,3,8,24,5,0.2083,0,30000,16890,13110,6,21,Kredi Kartı,55,13,11,0.7228706200414332,2.9,0
3233,41,Üniversite,Veri Bilimi,24,24,8,192,31,0.1615,2,30000,11276,18724,6,19,Havale,18,11,5,0.6316231825548693,4.6,0
3234,22,Üniversite,Siber Güvenlik,24,19,8,152,54,0.3553,3,12000,7136,4864,9,13,Kredi Kartı,18,10,6,0.6055657179339028,5.0,1
3235,33,Mezun,Yapay Zeka,24,21,8,168,72,0.4286,0,36000,36000,0,2,22,Kredi Kartı,59,9,1,1.0,5.0,0
3236,43,Üniversite,İngilizce,16,2,4,8,2,0.25,2,24000,16450,7550,6,2,Havale,11,18,3,0.6413453397507026,2.5,0
3237,40,Üniversite,Veri Bilimi,24,6,8,48,24,0.5,3,30000,19693,10307,9,18,Kredi Kartı,8,14,7,0.6778133999134837,4.6,0
3238,37,Mezun,İngilizce,16,15,4,60,21,0.35,1,24000,18280,5720,2,13,Kredi Kartı,40,12,3,0.8295845297054135,5.0,0
3239,21,Lise,İngilizce,16,6,4,24,3,0.125,1,36000,25519,10481,6,39,Havale,28,10,6,0.6017874724549588,2.8,1
3240,41,Mezun,Siber Güvenlik,24,24,8,192,27,0.1406,1,30000,17394,12606,9,38,Elden,26,12,3,0.7066049626058997,2.9,1
3241,41,Mezun,Veri Bilimi,24,8,8,64,14,0.2188,1,24000,16770,7230,6,36,Kredi Kartı,4,10,5,0.578336660706449,2.8,0
3242,19,Mezun,Veri Bilimi,24,17,8,136,0,0.0,0,48000,32209,15791,2,34,Havale,25,15,8,0.697181972846937,4.1,1
3243,35,Mezun,İngilizce,16,5,4,20,2,0.1,0,18000,2035,15965,3,0,Havale,29,9,7,0.7071521296744216,5.0,0
3244,36,Mezun,Veri Bilimi,24,2,8,16,7,0.4375,1,12000,9387,2613,6,18,Kredi Kartı,13,15,3,0.6379997368925523,1.3,0
3245,36,Mezun,Veri Bilimi,24,12,8,96,44,0.4583,5,24000,15869,8131,12,14,Havale,32,12,4,0.8981634117049923,2.8,1
3246,34,Mezun,Siber Güvenlik,24,5,8,40,11,0.275,0,24000,18848,5152,2,24,Kredi Kartı,34,12,6,0.8873618479013718,3.3,0
3247,31,Çalışan,Web Geliştirme,24,10,6,60,18,0.3,0,24000,15485,8515,12,0,Kredi Kartı,10,12,8,1.0,3.8,0
3248,36,Mezun,Yapay Zeka,24,9,8,72,12,0.1667,3,30000,16869,13131,3,30,Kredi Kartı,52,17,5,0.3189626001550275,3.7,1
3249,39,Çalışan,Web Geliştirme,24,20,6,120,13,0.1083,0,30000,12347,17653,3,36,Havale,3,12,2,0.5432571392591297,3.8,0
3250,41,Üniversite,Veri Bilimi,24,8,8,64,21,0.3281,0,24000,16567,7433,3,42,Kredi Kartı,51,8,3,0.7306504082605075,2.6,1
3251,30,Üniversite,İngilizce,16,1,4,4,1,0.25,1,36000,24814,11186,6,45,Kredi Kartı,32,8,3,0.7637208729318749,3.0,0
3252,29,Çalışan,Yapay Zeka,24,24,8,192,101,0.526,5,30000,29623,377,3,21,Havale,5,5,4,1.0,3.7,0
3253,43,Üniversite,Yapay Zeka,24,6,8,48,14,0.2917,0,36000,19053,16947,3,19,Havale,27,9,7,0.31557998135321863,4.5,1
3254,23,Lise,İngilizce,16,8,4,32,10,0.3125,4,36000,33088,2912,9,40,Elden,9,8,3,0.9326149015386118,2.8,0
3255,38,Mezun,Yapay Zeka,24,22,8,176,5,0.0284,2,18000,15275,2725,12,42,Kredi Kartı,58,12,5,0.5522183659106893,3.9,1
3256,21,Lise,İngilizce,16,11,4,44,0,0.0,0,30000,13730,16270,3,4,Kredi Kartı,35,7,4,0.47127478989543437,3.2,0
3257,36,Üniversite,Yapay Zeka,24,3,8,24,7,0.2917,2,18000,5475,12525,2,14,Kredi Kartı,48,6,8,0.7464383014957374,2.5,0
3258,33,Çalışan,Web Geliştirme,24,15,6,90,12,0.1333,0,36000,32532,3468,9,1,Havale,25,11,9,0.682753503117955,3.5,0
3259,30,Mezun,Yapay Zeka,24,11,8,88,35,0.3977,0,30000,22944,7056,6,11,Kredi Kartı,29,5,9,1.0,4.0,0
3260,21,Üniversite,Siber Güvenlik,24,24,8,192,11,0.0573,1,18000,15392,2608,2,6,Elden,21,6,5,0.8577133141786063,3.1,0
3261,40,Çalışan,İngilizce,16,5,4,20,2,0.1,0,36000,24738,11262,12,1,Kredi Kartı,52,14,8,0.8737815812286233,3.8,0
3262,34,Çalışan,Yapay Zeka,24,16,8,128,54,0.4219,6,30000,11831,18169,2,7,Elden,4,11,7,0.6426526187047532,2.5,1
3263,40,Üniversite,İngilizce,16,5,4,20,6,0.3,2,36000,25021,10979,6,8,Havale,1,9,5,0.6584846833977736,5.0,0
3264,18,Üniversite,Siber Güvenlik,24,7,8,56,2,0.0357,1,18000,14631,3369,3,26,Elden,32,9,4,0.40070922860262326,3.6,0
3265,35,Çalışan,Yapay Zeka,24,6,8,48,11,0.2292,3,36000,3364,32636,6,27,Kredi Kartı,15,20,6,0.7969694933976156,4.4,0
3266,37,Mezun,Yapay Zeka,24,9,8,72,41,0.5694,5,30000,23098,6902,3,36,Havale,6,11,6,0.38727761589089105,3.6,0
3267,34,Mezun,Siber Güvenlik,24,7,8,56,14,0.25,5,24000,20571,3429,6,14,Kredi Kartı,20,13,4,0.4625503413031746,4.0,0
3268,44,Çalışan,Siber Güvenlik,24,3,8,24,5,0.2083,3,36000,31785,4215,12,18,Kredi Kartı,34,12,4,0.7307750871902908,4.0,0
3269,44,Mezun,Siber Güvenlik,24,11,8,88,34,0.3864,1,30000,22928,7072,6,29,Kredi Kartı,45,11,5,0.5774560863905782,4.1,0
3270,32,Üniversite,İngilizce,16,11,4,44,12,0.2727,0,30000,16343,13657,6,12,Havale,21,17,5,0.5271209415261233,3.7,0
3271,28,Mezun,Siber Güvenlik,24,12,8,96,46,0.4792,0,18000,11407,6593,3,44,Kredi Kartı,50,8,10,0.5839310054136004,3.7,0
3272,42,Üniversite,İngilizce,16,5,4,20,7,0.35,0,36000,10103,25897,9,5,Elden,47,13,3,0.8227383281426207,3.7,0
3273,39,Çalışan,Web Geliştirme,24,11,6,66,25,0.3788,0,30000,27379,2621,12,29,Kredi Kartı,21,7,3,0.840328722549956,2.9,0
3274,30,Mezun,Yapay Zeka,24,2,8,16,8,0.5,5,36000,30525,5475,9,0,Kredi Kartı,5,11,3,0.4408493743479861,4.2,1
3275,18,Lise,Yapay Zeka,24,1,8,8,1,0.125,4,24000,13594,10406,6,41,Kredi Kartı,56,10,3,0.8161787682841988,3.6,1
3276,34,Mezun,Veri Bilimi,24,24,8,192,22,0.1146,2,18000,14384,3616,12,37,Havale,55,10,8,0.8923667325738874,4.1,0
3277,23,Üniversite,Web Geliştirme,24,24,6,144,0,0.0,0,12000,9662,2338,2,24,Kredi Kartı,32,8,4,1.0,2.3,0
3278,21,Üniversite,Siber Güvenlik,24,2,8,16,3,0.1875,1,30000,11269,18731,6,34,Elden,38,6,3,0.8153289003362045,4.1,0
3279,37,Mezun,Siber Güvenlik,24,14,8,112,0,0.0,0,18000,18000,0,6,25,Kredi Kartı,42,10,7,0.24231027612985823,4.0,0
3280,33,Üniversite,Web Geliştirme,24,13,6,78,22,0.2821,4,18000,7922,10078,6,12,Elden,24,10,3,0.8505390947359658,4.3,0
3281,32,Çalışan,Siber Güvenlik,24,24,8,192,21,0.1094,0,30000,3598,26402,9,18,Kredi Kartı,17,9,9,0.944079055110663,4.4,0
3282,44,Lise,Veri Bilimi,24,5,8,40,16,0.4,3,18000,13510,4490,6,9,Kredi Kartı,40,13,6,0.9483133641694127,3.9,0
3283,32,Mezun,İngilizce,16,2,4,8,3,0.375,0,36000,26432,9568,2,44,Havale,53,6,6,1.0,3.1,0
3284,23,Çalışan,Yapay Zeka,24,23,8,184,28,0.1522,4,24000,13230,10770,3,6,Havale,34,8,2,1.0,3.4,0
3285,32,Mezun,Web Geliştirme,24,23,6,138,55,0.3986,2,48000,33720,14280,3,14,Kredi Kartı,23,11,7,0.7047597673861246,2.9,0
3286,31,Üniversite,Yapay Zeka,24,19,8,152,38,0.25,2,12000,5446,6554,6,22,Elden,54,4,8,0.7421249150466002,3.2,0
3287,28,Çalışan,İngilizce,16,14,4,56,0,0.0,0,18000,4018,13982,3,35,Kredi Kartı,59,9,4,0.5441911401779275,4.1,0
3288,24,Üniversite,Web Geliştirme,24,17,6,102,4,0.0392,1,24000,21451,2549,2,42,Havale,39,9,2,0.46446516813228944,2.3,0
3289,26,Lise,İngilizce,16,11,4,44,4,0.0909,1,30000,21789,8211,6,30,Kredi Kartı,39,5,7,0.505052668152625,4.0,0
3290,43,Üniversite,Siber Güvenlik,24,16,8,128,28,0.2188,0,18000,10028,7972,9,7,Kredi Kartı,22,11,2,0.9050252152098716,3.7,0
3291,33,Lise,Siber Güvenlik,24,20,8,160,23,0.1438,4,24000,24000,0,12,29,Kredi Kartı,32,7,6,0.5129636635891063,2.7,0
3292,22,Çalışan,Siber Güvenlik,24,18,8,144,18,0.125,3,36000,20745,15255,12,33,Elden,28,9,5,0.7511743225001924,3.5,1
3293,42,Üniversite,İngilizce,16,4,4,16,5,0.3125,1,12000,9577,2423,9,32,Elden,9,9,6,0.8163808919679545,3.4,0
3294,37,Çalışan,İngilizce,16,8,4,32,12,0.375,1,30000,12153,17847,2,0,Kredi Kartı,14,12,3,0.8354387237721324,4.3,0
3295,27,Çalışan,İngilizce,16,2,4,8,1,0.125,3,30000,2951,27049,9,15,Elden,9,12,5,1.0,4.0,0
3296,35,Üniversite,Yapay Zeka,24,17,8,136,9,0.0662,0,12000,9643,2357,3,10,Kredi Kartı,25,13,6,0.8044193938380807,3.0,0
3297,20,Mezun,İngilizce,16,11,4,44,20,0.4545,0,30000,23883,6117,6,26,Havale,39,11,6,0.7408067395124647,3.2,1
3298,30,Lise,Siber Güvenlik,24,14,8,112,80,0.7143,0,24000,24000,0,6,21,Kredi Kartı,52,5,3,1.0,3.9,0
3299,28,Üniversite,Veri Bilimi,24,16,8,128,6,0.0469,0,18000,6639,11361,9,39,Havale,28,14,3,0.5078628459044251,4.9,0
3300,34,Lise,İngilizce,16,15,4,60,23,0.3833,1,18000,4151,13849,3,18,Kredi Kartı,33,9,5,0.709733506509685,3.5,0
3301,39,Çalışan,Veri Bilimi,24,15,8,120,23,0.1917,0,36000,17873,18127,2,43,Kredi Kartı,17,6,2,0.654520563766546,3.7,0
3302,30,Çalışan,Siber Güvenlik,24,3,8,24,8,0.3333,2,18000,14192,3808,6,5,Havale,1,8,10,0.8041888494728624,2.6,1
3303,23,Üniversite,İngilizce,16,10,4,40,2,0.05,2,24000,2462,21538,2,39,Havale,24,11,4,0.7975628242639891,3.5,0
3304,34,Üniversite,Yapay Zeka,24,7,8,56,0,0.0,0,30000,20097,9903,12,38,Havale,20,14,2,0.40729672509049053,2.8,1
3305,44,Çalışan,Yapay Zeka,24,12,8,96,2,0.0208,1,12000,6413,5587,6,19,Elden,50,10,5,0.38897336114070513,4.9,0
3306,30,Üniversite,Veri Bilimi,24,22,8,176,21,0.1193,4,36000,19806,16194,6,2,Havale,30,10,4,0.49583763984408413,2.5,0
3307,36,Çalışan,Yapay Zeka,24,22,8,176,31,0.1761,2,18000,7752,10248,12,0,Kredi Kartı,21,9,2,0.7062836296844656,2.4,0
3308,38,Mezun,Yapay Zeka,24,23,8,184,72,0.3913,0,18000,16695,1305,6,22,Kredi Kartı,8,7,8,0.4356844987506309,4.3,0
3309,36,Üniversite,Yapay Zeka,24,24,8,192,13,0.0677,1,30000,7541,22459,3,37,Havale,26,9,3,0.35645843655191467,3.9,1
3310,27,Çalışan,Siber Güvenlik,24,3,8,24,3,0.125,0,12000,10644,1356,3,2,Elden,24,12,1,0.5038655368337543,4.1,0
3311,20,Üniversite,Yapay Zeka,24,19,8,152,90,0.5921,1,30000,23128,6872,6,33,Elden,24,7,6,0.614304344927406,3.8,0
3312,31,Çalışan,Web Geliştirme,24,10,6,60,14,0.2333,6,36000,19096,16904,9,16,Havale,26,7,3,0.5196375849048794,4.2,1
3313,43,Çalışan,İngilizce,16,13,4,52,14,0.2692,0,18000,18000,0,9,26,Havale,9,8,10,0.8111778604245506,4.0,0
3314,36,Üniversite,Yapay Zeka,24,8,8,64,23,0.3594,2,24000,4272,19728,12,38,Havale,29,5,3,0.8208512398870043,4.1,0
3315,22,Lise,Yapay Zeka,24,16,8,128,16,0.125,0,18000,16195,1805,2,22,Kredi Kartı,58,6,3,1.0,4.4,0
3316,22,Çalışan,Yapay Zeka,24,16,8,128,28,0.2188,5,36000,13493,22507,3,37,Kredi Kartı,3,6,4,0.7976215807191779,3.0,0
3317,37,Çalışan,Web Geliştirme,24,12,6,72,12,0.1667,1,18000,9639,8361,2,10,Havale,20,11,5,0.5012480794491334,2.7,0
3318,34,Lise,Yapay Zeka,24,23,8,184,38,0.2065,1,18000,13101,4899,9,14,Elden,59,14,6,0.7581341844017317,4.0,1
3319,38,Çalışan,Yapay Zeka,24,5,8,40,15,0.375,2,30000,27347,2653,2,25,Elden,29,8,8,0.7001248834382282,3.5,0
3320,27,Üniversite,İngilizce,16,16,4,64,22,0.3438,2,24000,9865,14135,2,10,Kredi Kartı,32,3,5,0.8764184314513638,3.0,1
3321,22,Üniversite,Web Geliştirme,24,20,6,120,0,0.0,0,12000,9511,2489,6,6,Havale,42,15,6,0.8257480770814395,4.9,0
3322,21,Çalışan,Web Geliştirme,24,6,6,36,14,0.3889,2,36000,19450,16550,3,7,Elden,25,15,5,0.780600116553509,5.0,0
3323,23,Üniversite,Yapay Zeka,24,6,8,48,8,0.1667,1,18000,7855,10145,6,4,Havale,53,15,6,0.9834900912815147,1.4,0
3324,43,Çalışan,Web Geliştirme,24,8,6,48,14,0.2917,1,24000,5732,18268,6,16,Kredi Kartı,1,11,10,1.0,1.7,0
3325,21,Üniversite,Veri Bilimi,24,17,8,136,20,0.1471,2,18000,9991,8009,3,22,Havale,22,8,4,0.5291575675464099,4.1,0
3326,24,Mezun,Web Geliştirme,24,12,6,72,15,0.2083,2,36000,11879,24121,3,1,Havale,30,9,2,0.4606554307320541,1.4,1
3327,24,Üniversite,Web Geliştirme,24,22,6,132,60,0.4545,0,18000,6199,11801,9,26,Havale,3,8,5,0.38086705283985534,4.8,0
3328,35,Mezun,Web Geliştirme,24,14,6,84,24,0.2857,2,12000,6339,5661,3,20,Havale,46,6,6,0.8323683315262037,4.8,0
3329,20,Mezun,Siber Güvenlik,24,2,8,16,7,0.4375,4,18000,10630,7370,3,6,Havale,19,9,6,0.47008144007945574,3.7,0
3330,18,Üniversite,Siber Güvenlik,24,19,8,152,32,0.2105,3,48000,24618,23382,3,37,Kredi Kartı,24,8,3,0.6028040630157128,3.8,1
3331,41,Mezun,Siber Güvenlik,24,6,8,48,9,0.1875,0,12000,8008,3992,2,25,Kredi Kartı,44,14,2,0.8538971074533724,3.4,0
3332,42,Üniversite,Web Geliştirme,24,18,6,108,24,0.2222,1,12000,12000,0,9,29,Havale,0,15,4,0.9943285374712881,3.1,0
3333,21,Lise,Veri Bilimi,24,4,8,32,0,0.0,0,24000,11575,12425,2,11,Kredi Kartı,53,9,1,0.6070689826218862,3.0,0
3334,23,Çalışan,Web Geliştirme,24,22,6,132,0,0.0,0,24000,10238,13762,12,10,Elden,1,6,6,1.0,4.4,0
3335,26,Üniversite,Yapay Zeka,24,5,8,40,3,0.075,1,30000,12480,17520,3,16,Kredi Kartı,5,12,7,0.6454096032585657,4.1,0
3336,39,Mezun,Veri Bilimi,24,6,8,48,19,0.3958,1,30000,0,30000,9,9,Kredi Kartı,6,8,4,1.0,4.2,0
3337,31,Mezun,Siber Güvenlik,24,15,8,120,57,0.475,0,18000,8843,9157,9,15,Elden,50,12,6,0.4640009063893592,5.0,1
3338,29,Mezun,İngilizce,16,6,4,24,0,0.0,0,24000,24000,0,6,14,Kredi Kartı,3,9,5,0.7207322710441901,3.5,0
3339,42,Lise,Veri Bilimi,24,8,8,64,29,0.4531,0,12000,8009,3991,6,14,Havale,17,10,2,0.6360814574625382,4.3,0
3340,37,Üniversite,Siber Güvenlik,24,9,8,72,8,0.1111,1,24000,13174,10826,3,19,Havale,54,10,0,0.8792497528280525,4.5,0
3341,41,Üniversite,Veri Bilimi,24,21,8,168,0,0.0,0,30000,23442,6558,6,3,Kredi Kartı,40,7,5,0.5955767297348737,2.9,0
3342,42,Mezun,Veri Bilimi,24,22,8,176,72,0.4091,0,24000,13021,10979,3,31,Elden,52,7,9,0.8612918925435361,3.2,1
3343,21,Çalışan,Web Geliştirme,24,6,6,36,5,0.1389,0,12000,11515,485,3,21,Kredi Kartı,42,15,5,0.8233992218892835,3.6,0
3344,38,Mezun,Yapay Zeka,24,22,8,176,122,0.6932,4,12000,7424,4576,9,34,Kredi Kartı,4,10,6,1.0,2.9,0
3345,41,Lise,İngilizce,16,2,4,8,1,0.125,3,36000,35988,12,3,13,Kredi Kartı,24,15,6,0.4305661915926056,3.8,0
3346,29,Üniversite,Siber Güvenlik,24,16,8,128,22,0.1719,1,36000,25763,10237,9,29,Kredi Kartı,55,10,8,0.8189315546980325,3.6,1
3347,27,Üniversite,Veri Bilimi,24,20,8,160,7,0.0438,4,18000,14082,3918,3,30,Elden,0,11,7,1.0,2.5,0
3348,39,Lise,İngilizce,16,1,4,4,1,0.25,0,18000,11014,6986,6,9,Havale,33,8,5,0.856497435239461,3.9,0
3349,24,Üniversite,Veri Bilimi,24,16,8,128,47,0.3672,2,48000,42830,5170,12,5,Kredi Kartı,54,10,8,0.9897229059581796,3.9,0
3350,20,Üniversite,Yapay Zeka,24,1,8,8,0,0.0,0,24000,24000,0,6,26,Havale,2,7,7,0.4678045902111958,3.5,0
3351,40,Üniversite,İngilizce,16,1,4,4,1,0.25,3,24000,18820,5180,6,10,Havale,53,9,5,0.37579321942878924,4.1,0
3352,31,Lise,Siber Güvenlik,24,7,8,56,8,0.1429,0,30000,18140,11860,6,35,Elden,16,9,2,0.8654624351500767,4.2,0
3353,41,Lise,Veri Bilimi,24,16,8,128,8,0.0625,0,18000,16086,1914,12,9,Kredi Kartı,31,9,4,0.8684779475121099,2.5,0
3354,27,Lise,Yapay Zeka,24,17,8,136,0,0.0,0,24000,12774,11226,3,15,Elden,23,10,6,0.4332577082156238,3.0,0
3355,33,Üniversite,İngilizce,16,16,4,64,25,0.3906,4,36000,36000,0,6,23,Kredi Kartı,1,8,4,0.6518472850691919,1.6,0
3356,33,Üniversite,Veri Bilimi,24,16,8,128,35,0.2734,0,12000,6277,5723,3,20,Havale,0,6,5,0.6302114830353389,5.0,0
3357,39,Mezun,Veri Bilimi,24,6,8,48,6,0.125,1,30000,18955,11045,2,39,Elden,33,13,3,0.7013689354649235,2.2,0
3358,27,Lise,Siber Güvenlik,24,18,8,144,52,0.3611,1,24000,20818,3182,2,40,Kredi Kartı,7,11,2,0.6412598312668178,5.0,0
3359,42,Üniversite,Yapay Zeka,24,22,8,176,56,0.3182,3,48000,6673,41327,3,35,Kredi Kartı,44,14,5,0.7122683613736349,4.0,1
3360,30,Üniversite,Web Geliştirme,24,22,6,132,50,0.3788,1,18000,13116,4884,6,41,Kredi Kartı,57,12,7,1.0,2.4,0
3361,23,Üniversite,Veri Bilimi,24,3,8,24,12,0.5,2,36000,24833,11167,9,44,Kredi Kartı,45,10,5,0.8752775367451175,4.5,0
3362,29,Lise,İngilizce,16,15,4,60,16,0.2667,1,18000,9607,8393,9,22,Kredi Kartı,52,12,8,0.5887788627954634,3.8,1
3363,26,Üniversite,Siber Güvenlik,24,8,8,64,36,0.5625,2,24000,13654,10346,6,20,Havale,43,12,3,1.0,4.8,0
3364,30,Mezun,Siber Güvenlik,24,4,8,32,15,0.4688,0,18000,7897,10103,2,31,Kredi Kartı,8,12,2,0.6652360788383012,4.3,0
3365,21,Üniversite,Veri Bilimi,24,23,8,184,66,0.3587,1,36000,14744,21256,3,16,Kredi Kartı,27,9,5,0.7224328318546993,4.8,1
3366,41,Lise,Veri Bilimi,24,4,8,32,0,0.0,0,18000,9833,8167,3,16,Kredi Kartı,18,13,7,0.7018344947402289,3.4,0
3367,28,Çalışan,Veri Bilimi,24,17,8,136,33,0.2426,2,36000,14437,21563,6,20,Kredi Kartı,55,4,6,0.6445289426358464,3.8,1
3368,37,Üniversite,Web Geliştirme,24,22,6,132,35,0.2652,6,24000,18661,5339,2,3,Kredi Kartı,19,5,4,0.6786571409984375,4.9,0
3369,35,Üniversite,Veri Bilimi,24,5,8,40,10,0.25,3,36000,16926,19074,6,22,Havale,6,12,4,0.3239610508477978,3.1,0
3370,43,Çalışan,Yapay Zeka,24,14,8,112,22,0.1964,1,18000,15293,2707,12,24,Kredi Kartı,57,8,8,0.5850709002236327,4.1,1
3371,28,Çalışan,İngilizce,16,14,4,56,19,0.3393,2,12000,4960,7040,6,31,Elden,41,20,7,1.0,3.0,0
3372,42,Üniversite,Veri Bilimi,24,15,8,120,43,0.3583,3,24000,7870,16130,9,5,Kredi Kartı,55,14,2,0.7677168401587384,4.3,0
3373,38,Üniversite,Web Geliştirme,24,12,6,72,0,0.0,0,24000,14285,9715,6,13,Elden,34,8,3,0.6665023309100165,3.6,0
3374,21,Üniversite,İngilizce,16,11,4,44,20,0.4545,0,24000,8654,15346,3,40,Kredi Kartı,18,7,9,0.9223582376495942,3.9,0
3375,35,Lise,Siber Güvenlik,24,13,8,104,0,0.0,0,30000,18472,11528,2,37,Havale,16,10,6,0.6016520558998044,4.9,0
3376,18,Mezun,Veri Bilimi,24,24,8,192,28,0.1458,0,12000,5433,6567,9,41,Havale,39,8,6,0.8447995449471607,3.6,0
3377,44,Lise,İngilizce,16,15,4,60,4,0.0667,0,30000,10041,19959,6,37,Havale,17,15,6,1.0,4.0,0
3378,24,Üniversite,Siber Güvenlik,24,23,8,184,17,0.0924,5,18000,6082,11918,6,40,Havale,6,10,4,0.7558880955983239,4.6,0
3379,23,Çalışan,Web Geliştirme,24,18,6,108,45,0.4167,3,12000,11321,679,2,44,Elden,26,9,5,0.32423516184419365,3.4,1
3380,32,Çalışan,Yapay Zeka,24,14,8,112,27,0.2411,2,36000,29709,6291,6,15,Havale,38,10,5,0.6031884264492862,3.4,0
3381,35,Üniversite,Veri Bilimi,24,24,8,192,66,0.3438,1,24000,7737,16263,2,31,Havale,29,14,6,0.8150441645704647,2.5,1
3382,41,Mezun,Yapay Zeka,24,19,8,152,51,0.3355,0,30000,13553,16447,2,15,Elden,22,8,1,0.8156948190988217,3.5,0
3383,28,Üniversite,Web Geliştirme,24,22,6,132,0,0.0,0,12000,12000,0,3,18,Havale,19,11,3,0.8628441127730739,4.7,0
3384,37,Çalışan,İngilizce,16,10,4,40,5,0.125,1,12000,7712,4288,3,36,Kredi Kartı,22,18,9,0.3619732972346414,3.2,0
3385,41,Üniversite,İngilizce,16,7,4,28,10,0.3571,3,24000,13540,10460,2,42,Kredi Kartı,25,11,0,0.7913611304296215,3.4,0
3386,32,Lise,Web Geliştirme,24,6,6,36,12,0.3333,4,18000,12183,5817,2,20,Elden,47,10,7,0.6415309406799946,3.1,1
3387,33,Üniversite,Web Geliştirme,24,5,6,30,0,0.0,0,12000,8590,3410,6,14,Kredi Kartı,46,14,4,0.6583332649263851,2.5,0
3388,24,Üniversite,Veri Bilimi,24,4,8,32,13,0.4062,0,18000,11651,6349,6,25,Havale,13,10,7,0.5495818398167063,3.2,0
3389,38,Üniversite,Siber Güvenlik,24,18,8,144,48,0.3333,1,18000,8088,9912,6,29,Kredi Kartı,47,8,3,0.9021704530506762,3.5,0
3390,27,Çalışan,Yapay Zeka,24,14,8,112,5,0.0446,1,18000,2751,15249,6,39,Kredi Kartı,30,6,5,0.7842506944338711,5.0,0
3391,43,Mezun,Yapay Zeka,24,16,8,128,38,0.2969,0,36000,23219,12781,12,14,Havale,26,6,4,0.8400851569123858,3.6,0
3392,29,Üniversite,İngilizce,16,7,4,28,5,0.1786,4,24000,4503,19497,2,42,Havale,55,14,5,0.9247473648937656,4.1,0
3393,41,Üniversite,İngilizce,16,7,4,28,9,0.3214,6,30000,15833,14167,2,12,Kredi Kartı,8,11,2,0.5130438659013515,3.8,1
3394,31,Lise,Veri Bilimi,24,20,8,160,0,0.0,0,12000,5834,6166,6,26,Kredi Kartı,22,6,6,0.910190812458504,4.4,0
3395,42,Çalışan,Web Geliştirme,24,14,6,84,13,0.1548,4,36000,16875,19125,2,22,Kredi Kartı,53,10,8,0.9187816351224365,2.3,1
3396,22,Çalışan,Yapay Zeka,24,5,8,40,17,0.425,6,18000,13609,4391,6,33,Havale,52,3,1,0.6503514769097417,3.9,1
3397,43,Çalışan,Veri Bilimi,24,22,8,176,56,0.3182,4,18000,10740,7260,6,33,Kredi Kartı,9,9,7,0.9192553225902993,3.6,0
3398,38,Çalışan,İngilizce,16,12,4,48,17,0.3542,2,12000,9220,2780,12,22,Havale,46,6,5,0.670480856508167,4.0,0
3399,35,Üniversite,İngilizce,16,11,4,44,8,0.1818,0,24000,4819,19181,9,43,Havale,57,9,8,0.3319099036545576,4.3,1
3400,22,Lise,Yapay Zeka,24,12,8,96,31,0.3229,0,36000,30209,5791,12,19,Elden,22,11,3,0.7764816894367284,3.8,0
